1,1,19/09/2024,1,8791.59,7958.26,833.33,true
1,1,19/10/2024,2,8791.59,8024.57,767.01,true
1,1,19/11/2024,3,8791.59,8091.45,700.14,true
1,1,19/12/2024,4,8791.59,8158.87,632.71,true
1,1,19/01/2025,5,8791.59,8226.86,564.72,false
1,1,19/02/2025,6,8791.59,8295.42,496.17,false
1,1,19/03/2025,7,8791.59,8364.55,427.04,false
1,1,19/04/2025,8,8791.59,8434.26,357.33,false
1,1,19/05/2025,9,8791.59,8504.54,287.05,false
1,1,19/06/2025,10,8791.59,8575.41,216.18,true
1,1,19/07/2025,11,8791.59,8646.87,144.72,false
1,1,19/08/2025,12,8791.59,8718.93,72.66,false
2,1,19/09/2024,1,1384.35,1134.35,250.00,true
2,1,19/10/2024,2,1384.35,1143.80,240.55,true
2,1,19/11/2024,3,1384.35,1153.33,231.02,true
2,1,19/12/2024,4,1384.35,1162.94,221.40,true
2,1,19/01/2025,5,1384.35,1172.63,211.71,false
2,1,19/02/2025,6,1384.35,1182.41,201.94,false
2,1,19/03/2025,7,1384.35,1192.26,192.09,false
2,1,19/04/2025,8,1384.35,1202.20,182.15,false
2,1,19/05/2025,9,1384.35,1212.21,172.13,false
2,1,19/06/2025,10,1384.35,1222.32,162.03,true
2,1,19/07/2025,11,1384.35,1232.50,151.85,false
2,1,19/08/2025,12,1384.35,1242.77,141.58,false
2,1,19/09/2025,13,1384.35,1253.13,131.22,false
2,1,19/10/2025,14,1384.35,1263.57,120.78,false
2,1,19/11/2025,15,1384.35,1274.10,110.25,false
2,1,19/12/2025,16,1384.35,1284.72,99.63,false
2,1,19/01/2026,17,1384.35,1295.42,88.92,false
2,1,19/02/2026,18,1384.35,1306.22,78.13,false
2,1,19/03/2026,19,1384.35,1317.11,67.24,false
2,1,19/04/2026,20,1384.35,1328.08,56.27,false
2,1,19/05/2026,21,1384.35,1339.15,45.20,false
2,1,19/06/2026,22,1384.35,1350.31,34.04,false
2,1,19/07/2026,23,1384.35,1361.56,22.79,false
2,1,19/08/2026,24,1384.35,1372.91,11.44,false
3,2,20/09/2024,1,2.05,1.97,0.08,false
3,2,20/10/2024,2,2.05,1.98,0.07,false
3,2,20/11/2024,3,2.05,2.00,0.05,false
3,2,20/12/2024,4,2.05,2.02,0.03,false
3,2,20/01/2025,5,2.05,2.03,0.02,false
4,2,20/09/2024,1,2.05,1.97,0.08,false
4,2,20/10/2024,2,2.05,1.98,0.07,false
4,2,20/11/2024,3,2.05,2.00,0.05,false
4,2,20/12/2024,4,2.05,2.02,0.03,false
4,2,20/01/2025,5,2.05,2.03,0.02,false
5,1,20/09/2024,1,8791.59,7958.26,833.33,true
5,1,20/10/2024,2,8791.59,8024.57,767.01,true
5,1,20/11/2024,3,8791.59,8091.45,700.14,true
5,1,20/12/2024,4,8791.59,8158.87,632.71,true
5,1,20/01/2025,5,8791.59,8226.86,564.72,false
5,1,20/02/2025,6,8791.59,8295.42,496.17,false
5,1,20/03/2025,7,8791.59,8364.55,427.04,false
5,1,20/04/2025,8,8791.59,8434.26,357.33,false
5,1,20/05/2025,9,8791.59,8504.54,287.05,false
5,1,20/06/2025,10,8791.59,8575.41,216.18,true
5,1,20/07/2025,11,8791.59,8646.87,144.72,false
5,1,20/08/2025,12,8791.59,8718.93,72.66,false
